240139684150386689;b'mellb3llexx';@;Mon 2012-08-27 17:32:16;@;b"You're right, you're always right. #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240139766622990336;b'sotmkblog';@;Mon 2012-08-27 17:32:36;@;b'Best part of Test Track 2.0 the pre show &amp; post show.  Wow sounds awesome! #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;1;@;0;NOT_SARCASM
240140038875262976;b'tomi91';@;Mon 2012-08-27 17:33:41;@;b'yep, it gives me advice all the time. #sarcasm RT @WorstOfLibra: #Libra: I have a scale in my bathroom.';@;b'The Qube';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240140443789164544;b'take_a_vest';@;Mon 2012-08-27 17:35:18;@;b'@mfassbinder11 @n8condom I think it was our amazing teacher #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240140562953560065;b'MorganChase22';@;Mon 2012-08-27 17:35:46;@;b"@RedWhiteAndRae you mean the professor at UNC wasn't a Republican?? #sarcasm";@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240141589018714112;b'GodzillaBatavia';@;Mon 2012-08-27 17:39:51;@;b'@Annamachayat @detikcom @TrioMacan2000 reporternye blon pernah baca kultwit macan! Boong nih datanye! Blon tercerahkan! Wakakak!  #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'in';@;0;@;0;NOT_SARCASM
240142789743112192;b'jericabarlow';@;Mon 2012-08-27 17:44:37;@;b'Time to get excited for hydraulics! Yeah buddy! #sarcasm';@;b'Twitter for iPhone';@;{'type': 'Point', 'coordinates': [-86.91627692, 40.42497779]};@;{'type': 'Point', 'coordinates': [40.42497779, -86.91627692]};@;b'en';@;0;@;0;NOT_SARCASM
240143357182103552;b'ch0c0lateh0lly';@;Mon 2012-08-27 17:46:52;@;b"you are the best thing, that's ever been mine";@;b'Twitter for BlackBerry\xc2\xae';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143357186285568;b'Lauran_Goldie';@;Mon 2012-08-27 17:46:52;@;b"@Selldwellertse I dunno yet, trying to get a rough idea of numbers before we book stuff but so far you're the only one that's replied :/";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143357198868480;b'VITORINET';@;Mon 2012-08-27 17:46:52;@;b'Neil Armstrong service planned for Friday: Sen. Rob Portman will eulogize the first man on the moon in a private... http://t.co/9qkhNf1L';@;b'twitterfeed';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143357207265280;b'CaskettGreysFan';@;Mon 2012-08-27 17:46:52;@;b'wordsmadetomeasure: Give a little time to me,\nWe\xe2\x80\x99ll burn this out\nWe\xe2\x80\x99ll play hide and seek\nTo turn this aroun\xe2\x80\xa6 http://t.co/F3i59EXs';@;b'Tumblr';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143357211447296;b'fabydee01';@;Mon 2012-08-27 17:46:52;@;b'over ma dead body';@;b'Write Longer';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143357215662080;b'FUKEDyoBiTCH';@;Mon 2012-08-27 17:46:52;@;b'how u talk bout somethin wit a hoeee \xf0\x9f\x98\x92';@;b'Echofon';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143361380597760;b'christ';@;Mon 2012-08-27 17:46:53;@;b"Cynical me sees the Trinity-Spadina riding being mostly left alone despite pop. growth because splitting it wouldn't help the CPC. #CDNPoli";@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143361388990464;b'Oops_iloveu_pls';@;Mon 2012-08-27 17:46:53;@;b'am soo not talking to u again! Dnt call me!!';@;b'Mobile Web';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143369769201664;b'realkingbandit';@;Mon 2012-08-27 17:46:55;@;b"Hang on, this isn't my cat...";@;b'Twitter for BlackBerry\xc2\xae';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143373988675585;b'taaylor_gang';@;Mon 2012-08-27 17:46:56;@;b'I wanna go to a Mac Miller concert soooo bad! nobody understands my love for him!&lt;3';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;1;NOT_SARCASM
240143378174582785;b'ka_lganive';@;Mon 2012-08-27 17:46:57;@;b"@amdavirus lmao! Eargasms?? Hahahah.. If it's reached that level then okay I'm going there :P";@;b'UberSocial for iPhone';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240143382377287680;b'fuckyeahansley';@;Mon 2012-08-27 17:46:58;@;b'okay, I understand people wanting to evacuate for this little tropical storm, but all the gas stations in wiggins are out of unleaded gas.';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240144208311242752;b'_kdhill';@;Mon 2012-08-27 17:50:15;@;b'@ccpowell12 wow you followed me #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
240144836240482305;b'sarahbleechy';@;Mon 2012-08-27 17:52:45;@;b'Thank god they cancelled classes today, this weather is far to dangerous to go outside... #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;1;@;2;NOT_SARCASM
240144899788398592;b'lysss48';@;Mon 2012-08-27 17:53:00;@;b'@AccioSnape close to 10,000 lovely people. #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;NOT_SARCASM
