240139883228848129;b'supdicklips';@;Mon 2012-08-27 17:33:04;@;b"Oh wow broken up 4 days and you've moved on already, thanks, don't feel like shit at all. #sarcasm";@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240140219133861888;b'Scott_Graham8';@;Mon 2012-08-27 17:34:24;@;b'Hmm what to work on today... I HI or EE?? They both sound like oh so much fun! #Sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240142253841055744;b'Achristman10';@;Mon 2012-08-27 17:42:29;@;b"Can't wait to go to class today #Sarcasm #nobueno";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240143039371292672;b'MikeBallBass';@;Mon 2012-08-27 17:45:36;@;b'No my roommate play out of tune Zeppelin songs right outside my door isnt annoying. Not at all #sarcasm #sigh';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240143580440702976;b'Sarah_Cheyenne';@;Mon 2012-08-27 17:47:45;@;b'Please everyone post a picture of opening ceremony to Facebook. #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;1;SARCASM
240143908514959360;b'jakepatty69';@;Mon 2012-08-27 17:49:04;@;b"I'm so ready to get off and sit on my butt for the rest of the day.. #sarcasm";@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240145659691413505;b'alissafernstrom';@;Mon 2012-08-27 17:56:01;@;b"thank god it's raining so now my hair will look fabulous for my senior pictures #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240149465472843776;b'SamWinder_';@;Mon 2012-08-27 18:11:08;@;b"I'm getting back to England on the same morning that school starts... #Great. #Sarcasm.";@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240149800987787264;b'alliewisniewski';@;Mon 2012-08-27 18:12:28;@;b'Awkward eye contact is just fantastic #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240149846135300096;b'Ross_Boss93';@;Mon 2012-08-27 18:12:39;@;b"Wooooo let's go wrestling conditioning! #sarcasm #goingtodie #goodbyeeveryone";@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240150173551034368;b'christine_fit';@;Mon 2012-08-27 18:13:57;@;b'I love when I see people using the elevator at the gym \xf0\x9f\x98\x92 #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240151065247510530;b'ZombieDeathBomb';@;Mon 2012-08-27 18:17:30;@;b'Lets all live life like a taylor swift album.  Learn some serious life lessons. #Sarcasm';@;b'Cloudhopper';@;None;@;None;@;b'en';@;0;@;1;SARCASM
240151079604584448;b'maddiescott_';@;Mon 2012-08-27 18:17:33;@;b"Doesn't everyone love getting allergy shots once a week? #sarcasm";@;b'Cloudhopper';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240151121665069056;b'_Princess_121_';@;Mon 2012-08-27 18:17:43;@;b"Love when you don't have two minutes to send me a quick text... #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240151301818839040;b'SamCallahan';@;Mon 2012-08-27 18:18:26;@;b'yay for awkward 2 hour breaks between classes #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;1;@;0;SARCASM
240152582293712896;b'Karibueno';@;Mon 2012-08-27 18:23:32;@;b'Reminder for August 27th 2013: Stay in bed. Do NOT wake up until the 28th -/ In love with this beautiful (shitty) monday! #sarcasm #theend';@;b'Tweetbot for iOS';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240157574354313216;b'sarah_shouse13';@;Mon 2012-08-27 18:43:22;@;b"Oh hey it's raining in Greenville. What a huge surprise!!! \xe2\x98\x94 #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;2;SARCASM
240159262280671232;b'Sharon_Alexandr';@;Mon 2012-08-27 18:50:04;@;b"@Giants_101 Well that's just fantastic. #sarcasm #thisactuallysucks";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240159509954326530;b'Paigey_Mac25';@;Mon 2012-08-27 18:51:03;@;b'Come home to any empty house &amp; no food #staving #thisisnice #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240159630637006848;b'JV_NotVarsity';@;Mon 2012-08-27 18:51:32;@;b'In a shocking upset it rained today at grove city college #sarcasm';@;b'Cloudhopper';@;None;@;None;@;b'en';@;0;@;2;SARCASM
240161967141171200;b'mbarnetttt';@;Mon 2012-08-27 19:00:49;@;b"Can't wait until Friday when we get to wear our band uniforms in 90 degree weather #sarcasm \xf0\x9f\x98\xa1\xf0\x9f\x94\xa5";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240165734196576257;b'firefly827347';@;Mon 2012-08-27 19:15:47;@;b'You know what I love doing? Rehashing old arguments. #sarcasm';@;b'Twitter for BlackBerry\xc2\xae';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240166368039796737;b'mackay_stephen';@;Mon 2012-08-27 19:18:18;@;b'Yeah because I always lie to you #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240166453091917824;b'nicolejeanne16';@;Mon 2012-08-27 19:18:39;@;b"that's cool, dangelos, take your time making my food... it's not like I have a time limit for my break or anything....... #sarcasm #annoyed";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240169720937066497;b'LeslieCochran';@;Mon 2012-08-27 19:31:38;@;b'"Oh hey, let me talk to another dentist about our kids field trips while i poke  the shit outta your mouth!" I love the dentist. #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;1;@;0;SARCASM
240172770162528257;b'senorjoshweiss';@;Mon 2012-08-27 19:43:45;@;b"There's no gun problem in this country #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240172930456252416;b'jenna_hash';@;Mon 2012-08-27 19:44:23;@;b'@Wabilicious24 right cuz i twitter stalked u and purposly  tweeted this cuz i wanna be just like you #sarcasm';@;b'Cloudhopper';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240173863055552513;b'bae_the_blonde';@;Mon 2012-08-27 19:48:05;@;b'I just love having my eyes water when I sneeze... #sarcasm';@;b'Echofon';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240174996939489281;b'NickinOut';@;Mon 2012-08-27 19:52:36;@;b'I really hope the entire population of peterborough county enjoys their a&amp;w... #notbusyatall #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240175212904206336;b'sean_mccole';@;Mon 2012-08-27 19:53:27;@;b"Awsome homework on the first day. That's just what I wanted #sarcasm";@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240176122384510977;b'JackieRneon';@;Mon 2012-08-27 19:57:04;@;b"I love men that apologize and don't know why they've upset you in the first place, makes me smile to know you listened and adjusted #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240176218727669763;b'xcelerator';@;Mon 2012-08-27 19:57:27;@;b'Yep that rapping guy TOTALLY makes me want to go to your school.... #sarcasm #icdccollege';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240176578909319170;b'alex_bolen';@;Mon 2012-08-27 19:58:53;@;b'I love when people favorite a tweet but dont retweet #notserious #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;1;@;1;SARCASM
240177043344605184;b'ikki4lyfe';@;Mon 2012-08-27 20:00:44;@;b'this day just keeps gettin better n better #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240177617054076928;b'chappygordon';@;Mon 2012-08-27 20:03:00;@;b'My tech class has 13 people in it.... 10 of them are freshmen. #excitement #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240177810788995072;b'EmyyrGeorgee';@;Mon 2012-08-27 20:03:47;@;b'Having a driving license without a car is the best #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;1;@;1;SARCASM
240181590758670337;b'kristinb18';@;Mon 2012-08-27 20:18:48;@;b'Locking your keys in your car at school is the best feeling in the entire world. #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;1;@;1;SARCASM
240184360291164162;b'BethSalcich';@;Mon 2012-08-27 20:29:48;@;b'I love waiting in long lines for a parking permit #sarcasm #blinnsucks';@;b'Mobile Web';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240184904015572992;b'chloegoogoo';@;Mon 2012-08-27 20:31:58;@;b'I love when nobody answers me. #OHYES #sarcasm';@;b'Cloudhopper';@;None;@;None;@;b'en';@;0;@;1;SARCASM
240189304268275712;b'BRYCEXTWICE';@;Mon 2012-08-27 20:49:27;@;b"Last minute wisdom teeth appointment on Wednesday. Can't wait. #Sarcasm";@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240189644619255808;b'Dan_Fonseca23';@;Mon 2012-08-27 20:50:48;@;b'Can already tell 3 hour Bio labs are gonna be loads fun... #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240201783845208064;b'davediaz11k';@;Mon 2012-08-27 21:39:02;@;b"I'm boutta Jus get tatted Forreal now Lmao Sike nahh";@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240239649891704832;b'ShelbyLayne27';@;Tue 2012-08-28 00:09:30;@;b"My husband has two days off from work... We're spending it in the the hospital #yippee #sarcasm";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240239656778735616;b'carlosgabrielp';@;Tue 2012-08-28 00:09:32;@;b'I love the way you lie #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240239983967993856;b'brookiee_mariee';@;Tue 2012-08-28 00:10:50;@;b"If I could put into words how much I love waking up at 5 am on Tuesday's I would.... \xf0\x9f\x98\x92 #sarcasm.";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240240015018434560;b'mikaylaubreyxo';@;Tue 2012-08-28 00:10:57;@;b"I love when I'm doing dishes at work &amp; the water spills all over me, its the best . #sarcasm";@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240241854396919808;b'Taylor_Renae16';@;Tue 2012-08-28 00:18:16;@;b'Yeah mom and dad. I love you too #sarcasm #thanksforhatingme';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240242092964737024;b'Imran_Ali_Khan1';@;Tue 2012-08-28 00:19:13;@;b'Make sure you take a really long time to text me back. #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240242917938188288;b'Montana_Brown';@;Tue 2012-08-28 00:22:29;@;b'Cowboy boots and shorts... Classy. #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240243290782441473;b'SydneyAnne2';@;Tue 2012-08-28 00:23:58;@;b'My anatomy teacher decided that its the first day so lets stay in class for the entire 4 hours... awesome #elcamino #sarcasm';@;b'Twitter Web Client';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240244994873626626;b'ChanceDuckworth';@;Tue 2012-08-28 00:30:44;@;b'I just love freaking being ignored and not texted back. 3 people ignored me today 3! I love it it always makes my day. #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240248542466289664;b'ScoBro87';@;Tue 2012-08-28 00:44:50;@;b'absolutely delighted to still be awake at this hour. #sarcasm #fml';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240250188520902657;b'alexaaasolisss';@;Tue 2012-08-28 00:51:23;@;b'Homework :l #calculus #physics #1302 #ohwhatjoy #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240250728646598656;b'BethC_Downey';@;Tue 2012-08-28 00:53:32;@;b'That plan to go to bed earlier in preparation for school went well. #sarcasm';@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240252487792214018;b'cdenoyer10';@;Tue 2012-08-28 01:00:31;@;b'So excited to get up at 5 a.m. tomorrow!! #sarcasm ughh is it thursday yet????';@;b'Twitter for Android';@;{'type': 'Point', 'coordinates': [-98.778587, 41.4955126]};@;{'type': 'Point', 'coordinates': [41.4955126, -98.778587]};@;b'en';@;0;@;0;SARCASM
240252836305330176;b'Karisa_Meredith';@;Tue 2012-08-28 01:01:54;@;b"I'm glad everyone in my house is in such a great mood.. #sarcasm #annoyedtweet";@;b'Twitter for iPhone';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240253395208916992;b'jvcarroll';@;Tue 2012-08-28 01:04:07;@;b'Wow! You wore your "Tom\'s" and brought your dog to Chickabiddy!! You must be the coolest people in Morehead..glad I could see you. #sarcasm';@;b'Twitter for Android';@;None;@;None;@;b'en';@;0;@;0;SARCASM
240253812974174210;b'LmStarkiller';@;Tue 2012-08-28 01:05:47;@;b"OMGOMG can't wait for school tomorrow! :D #sarcasm";@;b'Twitter';@;None;@;None;@;b'en';@;0;@;1;SARCASM
