400069702166515712;b'RadekChvatal';@;Tue 2013-11-12 01:17:04;@;b'@pavelkout me teda napadla uplne jina vec co by se tou treti rukou dala delat ;))';@;b'Tweetbot for iOS';@;None;@;None;@;b'sk';@;0;@;0
400154948849377281;b'OinikeM';@;Tue 2013-11-12 06:55:48;@;b'Bylo to divn\xc3\xbd, ale mus\xc3\xadm se pochv\xc3\xa1lit - na to, \xc5\xbee rusky neum\xc3\xadm ani \xc5\xa5uk, jsem tomu voj\xc3\xa1kovi v moskevsk\xc3\xa9m metru teda rozum\xc4\x9bla v\xc3\xbdborn\xc4\x9b. #mujsen';@;b'Twitter for iPad';@;None;@;None;@;b'sk';@;3;@;1
400159773628583936;b'PRETTYRVDVG';@;Tue 2013-11-12 07:14:59;@;b'Fejs\xc3\xad\xc4\x8dek mi fakt nechyb\xc3\xad ))';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;1;@;0
400160708668968960;b'adlkx';@;Tue 2013-11-12 07:18:42;@;b'tak prej m\xc3\xa1me hr\xc3\xa1t basket #jasn\xc4\x9b';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;2;@;0
400166910450749440;b'nyxromero';@;Tue 2013-11-12 07:43:21;@;b'Lol, holka p\xc5\x99edemnou si r\xc3\xa1no asi spletla leg\xc3\xadny s pun\xc4\x8doch\xc3\xa1\xc4\x8dema. No douf\xc3\xa1m \xc5\xbee to v\xc3\xa1\xc5\xben\xc4\x9b spletla, jinak fakt nev\xc3\xadm.';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;4;@;0
400169262846734336;b'ProtectAsset';@;Tue 2013-11-12 07:52:41;@;b'Za chv\xc3\xadli let\xc3\xadm do \xc5\xbdenevy na aukci koupit n\xc4\x9bjak\xc3\xbd oran\xc5\xbeov\xc3\xbd \xc5\xa1utr. Kdyby mi chyb\xc4\x9blo p\xc3\xa1r mega $, slo\xc5\xbe\xc3\xadte se, a\xc5\xa5 ho vyfoukneme am\xc3\xadk\xc5\xafm, ne?';@;b'Twitter Web Client';@;None;@;None;@;b'sk';@;6;@;0
400170570698199040;b'marekrafael';@;Tue 2013-11-12 07:57:53;@;b'Nejv\xc4\x9bt\xc5\xa1\xc3\xad zkou\xc5\xa1ka moj\xc3\xad trp\xc4\x9blivosti je stejn\xc4\x9b v\xc5\xbedycky ta rann\xc3\xad j\xc3\xadzda tramvaj\xc3\xad.';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;0;@;0
400172339448778752;b'morskykonik';@;Tue 2013-11-12 08:04:55;@;b'Na charitu bychom nem\xc4\x9bli b\xc3\xbdt hlu\xc5\xa1\xc5\xa1\xc3\xad. Tak\xc5\xbee dneska ve\xc4\x8der charitativn\xc3\xad poker v Card Casino Prague...jen je\xc5\xa1t\xc4\x9b zjistit, jak se to hraje :0))';@;b'Buffer';@;None;@;None;@;b'sk';@;0;@;0
401263167772565504;b'tombolek';@;Fri 2013-11-15 08:19:28;@;b'@Akiinka Mozna jsem cestou do prace nedaval pozor, ale kdyby snezilo, urcite bych si toho vsimnul ;)';@;b'Plume\xc2\xa0for\xc2\xa0Android';@;None;@;None;@;b'sk';@;0;@;0
401487423395622912;b'pribomat';@;Fri 2013-11-15 23:10:35;@;b'Z\xc3\xadtra u\xc5\xbe opravdu budu pracovat...';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;0;@;0
401755297188163584;b'ridercz';@;Sat 2013-11-16 16:55:01;@;b'@xB_Tiger @SmartMugu tak mne je pom\xc4\x9brn\xc4\x9b obt\xc3\xad\xc5\xben\xc3\xa9 p\xc5\x99ehl\xc3\xa9dnout :) Ozvu se, a\xc5\xbe budu v\xc4\x9bd\xc4\x9bt, jak tam budu m\xc3\xadt \xc4\x8das.';@;b'Twitter for Windows';@;None;@;None;@;b'sk';@;1;@;0
402010951480012800;b'LPumr';@;Sun 2013-11-17 09:50:54;@;b'I j\xc3\xa1 m\xc3\xa1m ob\xc4\x8das \xc5\xbe\xc3\xad\xc5\xbeu :-D http://t.co/JCqgTWC8wh';@;b'Facebook';@;None;@;None;@;b'sk';@;0;@;0
402452665223098368;b'CRoLeonardo';@;Mon 2013-11-18 15:06:07;@;b'#Leonardo: O \xc5\xbeivot\xc4\x9b pod mo\xc5\x99skou hladinou s dokumentaristou Miroslavem Hrd\xc3\xbdm. Seri\xc3\xa1l Kosmick\xc3\xa9 dalekohledy. Pozn\xc3\xa1me, jak star\xc3\xbd je jelen?';@;b'Hootsuite';@;None;@;None;@;b'sk';@;1;@;0
402486225036394498;b'rethetcikna';@;Mon 2013-11-18 17:19:28;@;b'@spekatejkeksik Vtipna \xe2\x9d\xa4\xef\xb8\x8f Zkus odepisovat na zpravy, kdyz uz mi pises ))';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;0;@;0
402923710371201024;b'_anart_';@;Tue 2013-11-19 22:17:53;@;b'Krno se dle v\xc5\xa1eho p\xc5\x99ipravuje na sv\xc4\x9btov\xc3\xbd rekord v po\xc4\x8dtu sou\xc4\x8dasn\xc4\x9b zadr\xc5\xbeen\xc3\xbdch masturbuj\xc3\xadc\xc3\xadch mu\xc5\xbe\xc5\xaf.\nNebo se to\xc4\x8dila reklama na ten Uzl\xc5\xafv Vstava\xc4\x8d?';@;b'Twitter Web Client';@;None;@;None;@;b'sk';@;0;@;0
403434705565286400;b'vykook';@;Thu 2013-11-21 08:08:23;@;b'@klabosnice Pod\xc3\xadvej se na to z t\xc3\xa9 druh\xc3\xa9 strany. U\xc5\xbe jen 4 \xc4\x8d\xc3\xadsla a m\xc3\xa1me tv\xc3\xa9 rodn\xc3\xa9 \xc4\x8d\xc3\xadslo!';@;b'Twitter for Mac';@;None;@;None;@;b'sk';@;2;@;0
403824310655401984;b'Lejdulka';@;Fri 2013-11-22 09:56:33;@;b'Hodina mimin\xc4\x8d\xc3\xadho houk\xc3\xa1n\xc3\xad a sen o tom, \xc5\xbee v\xc3\xa1no\xc4\x8dn\xc3\xad d\xc3\xa1rek pro @deksta  v\xc5\xafbec nen\xc3\xad to, co jsem cht\xc4\x9bla. Takov\xc3\xa1 obecn\xc4\x9b dost vagin\xc3\xa1ln\xc3\xad noc...';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;1;@;0
404679977939259393;b'kudlacekjan';@;Sun 2013-11-24 18:36:39;@;b'@petrschonfeld ale mozna, ze to je takhle lepsi, nez kdyz Anete prosvitaji kalhotky... ;)';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;0;@;0
404685064979496960;b'DEADMANincCZ';@;Sun 2013-11-24 18:56:52;@;b'Nikdy se nevzd\xc3\xa1vej svejch sn\xc5\xaf.  Prost\xc4\x9b spi d\xc3\xa1l.';@;b'Twitter Web Client';@;None;@;None;@;b'sk';@;66;@;46
404901468110880768;b'_Patres';@;Mon 2013-11-25 09:16:47;@;b'U\xc4\x8ditel vypo\xc4\x8d\xc3\xadt\xc3\xa1 p\xc5\x99\xc3\xadklad, pak se na n\xc4\x9bj koukne a \xc5\x99ekne: kluci to je blb\xc4\x9b. .. Tak k \xc4\x8demu to je?';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;1;@;0
405241724651712512;b'sibiranka';@;Tue 2013-11-26 07:48:50;@;b'#knihy Tak\xc5\xbee: Buz\xc3\xad\xc4\x8dci jsou super. Sprost\xc3\xbd, up\xc5\x99\xc3\xadmn\xc3\xbd a dob\xc5\x99e napsan\xc3\xbd. A smutn\xc3\xbd.';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;2;@;1
405456700674568192;b'naivepesimist';@;Tue 2013-11-26 22:03:05;@;b'pujdu se vyrvat na Dobesku, pokud neumrznu.';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;1;@;0
407540394105507840;b'fido_cz';@;Mon 2013-12-02 16:02:56;@;b'Na stadionu jsem kluk\xc5\xafm moc \xc5\xa1t\xc4\x9bst\xc3\xad nep\xc5\x99inesl, tak dnes z\xc5\xafst\xc3\xa1v\xc3\xa1m doma. O\xc4\x8dek\xc3\xa1v\xc3\xa1m bezprobl\xc3\xa9mov\xc3\xa9 3 body. #Slavia @slaviaofficial';@;b'Tweetings for Android';@;None;@;None;@;b'sk';@;0;@;0
407884015698333696;b'Tezyna';@;Tue 2013-12-03 14:48:22;@;b'zas o zub hloup\xc4\x9bj\xc5\xa1\xc3\xad.';@;b'Twitter Web Client';@;None;@;None;@;b'sk';@;0;@;0
400123117940797440;b'zooomek';@;Tue 2013-11-12 04:49:19;@;b'A m\xc3\xa1me pod nulou. Za\xc4\x8d\xc3\xadn\xc3\xa1 doba, kdy se nebudeme checkovat na ka\xc5\xbed\xc3\xa9m m\xc3\xadst\xc4\x9b. #4sqCZ';@;b'Carbon for Android';@;None;@;None;@;b'sk';@;6;@;4
400131324625055744;b'GugiCZ';@;Tue 2013-11-12 05:21:56;@;b'Kouk\xc3\xa1m, ze ide\xc3\xa1ln\xc3\xad po\xc4\x8das\xc3\xad pro rann\xc3\xad nat\xc3\xa1\xc4\x8den\xc3\xad na Orlicky p\xc5\x99ehrad\xc4\x9b\xe2\x80\xa6 http://t.co/hMZYcd93xf';@;b'Tweetbot for iOS';@;None;@;None;@;b'sk';@;0;@;0
400136927577645056;b'MatejChalupa';@;Tue 2013-11-12 05:44:12;@;b'\xc5\xa0kola od sedmi? #Petr\xc3\xa1\xc4\x8dekKol\xc3\xa1\xc4\x8dek';@;b'Twitter for iPhone';@;{'coordinates': [14.53621873, 50.05405569], 'type': 'Point'};@;{'coordinates': [50.05405569, 14.53621873], 'type': 'Point'};@;b'sk';@;0;@;0
400140342575783936;b'EvcaEN';@;Tue 2013-11-12 05:57:46;@;b'Nechapu, proc ja na ty zapoctaky vubec chodim. Zbytecny vstavani.';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;0;@;0
400149610238189568;b'Marek_Rasovsky';@;Tue 2013-11-12 06:34:36;@;b'@stary_mrzout @lidovenoviny Bu\xc4\x8fte r\xc3\xa1d, \xc5\xbee v\xc5\xafbec uvedli odkaz :-).';@;b'Twitter Web Client';@;None;@;None;@;b'sk';@;0;@;0
400150419529551872;b'honzavoves23';@;Tue 2013-11-12 06:37:49;@;b'Dneska p\xc3\xad\xc5\xa1u chemii. Jedin\xc3\xbd co v\xc3\xadm je jak se jmenuje ten p\xc5\x99edm\xc4\x9bt';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;5;@;2
400158669587111936;b'A2larm';@;Tue 2013-11-12 07:10:36;@;b'Daniel Vesel\xc3\xbd/ \xe2\x80\x9eJak\xc3\xa9 by to asi bylo, kdyby nad New Jersey dev\xc4\x9bt let pr\xc5\xa1ely bomby,\xe2\x80\x9c #USA #drony #P\xc3\xa1kist\xc3\xa1n http://t.co/Riugloms0k';@;b'Twitter for Android';@;None;@;None;@;b'sk';@;0;@;0
400159921628803072;b'MartinHajn';@;Tue 2013-11-12 07:15:34;@;b'Teda co p\xc5\x99edv\xc3\xa1d\xc3\xad m\xc4\x9bstsk\xc3\xa1 policie rano na p\xc5\x99echodech je k sm\xc3\xadchu. Kv\xc5\xafli t\xc4\x9bmto saskum plat\xc3\xadme dan\xc4\x9b? To je sm\xc4\x9b\xc5\xa1n\xc3\xa9';@;b'Twitter for iPhone';@;None;@;None;@;b'sk';@;0;@;0
400160016214147073;b'novinkycz';@;Tue 2013-11-12 07:15:57;@;b'Okamur\xc5\xafv hit neomezen\xc3\xa9 referendum m\xc3\xa1 nam\xc3\xa1le  http://t.co/v5bqDEVvuh';@;b'Twitter Web Client';@;None;@;None;@;b'sk';@;0;@;0
